-31.33911697,28.85507774,0
-31.33911697,28.85507774,0
-31.4207004,28.8073192,0
-31.4207004,28.8073192,0
-31.50292809,28.75870582,0
-31.50292809,28.75870582,0
-31.58579869,28.70922461,0
-31.58579869,28.70922461,0
-31.66931064,28.6588625,0
-31.66931064,28.6588625,0
-31.89850535,28.51805538,0
-31.89850535,28.51805538,0
-31.98437626,28.46431343,0
-31.98437626,28.46431343,0
-32.07087766,28.40962813,0
-32.07087766,28.40962813,0
-32.15800645,28.35398606,0
-32.15800645,28.35398606,0
-32.24575928,28.29737372,0
-32.24575928,28.29737372,0
-32.38578989,28.20583777,0
-32.38578989,28.20583777,0
-32.47513588,28.14665824,0
-32.47513588,28.14665824,0
-32.56509137,28.08645985,0
-32.56509137,28.08645985,0
-32.8821373,27.86930746,0
-32.8821373,27.86930746,0
-32.97475584,27.8043856,0
-32.97475584,27.8043856,0
-33.06795371,27.7383705,0
-33.06795371,27.7383705,0
-33.25520206,27.60363081,0
-33.25520206,27.60363081,0
-33.35009167,27.5342654,0
-33.35009167,27.5342654,0
-33.44553197,27.46375313,0
-33.44553197,27.46375313,0
-33.54151488,27.39208073,0
-33.54151488,27.39208073,0
-33.66824328,27.2962725,0
-33.66824328,27.2962725,0
-33.86230021,27.14693226,0
-33.86230021,27.14693226,0
-33.96051626,27.07011895,0
-33.96051626,27.07011895,0
-34.15755252,26.91348896,0
-34.15755252,26.91348896,0
-34.3765198,26.73539414,0
-34.3765198,26.73539414,0
-34.47717177,26.65208095,0
-34.47717177,26.65208095,0
-34.5782574,26.56747673,0
-34.5782574,26.56747673,0
-34.67976392,26.48157012,0
-34.67976392,26.48157012,0
-34.78167813,26.39435,0
-34.78167813,26.39435,0
-34.88398639,26.30580553,0
-34.88398639,26.30580553,0
-34.98667463,26.21592617,0
-34.98667463,26.21592617,0
-35.08972836,26.12470167,0
-35.08972836,26.12470167,0
-35.19313265,26.03212213,0
-35.19313265,26.03212213,0
-35.29687212,25.93817797,0
-35.29687212,25.93817797,0
-35.40093097,25.84285998,0
-35.40093097,25.84285998,0
-35.6091047,25.64885647,0
-35.6091047,25.64885647,0
-35.71402055,25.54937683,0
-35.71402055,25.54937683,0
-35.92376602,25.34699532,0
-35.92376602,25.34699532,0
-36.13438065,25.13896445,0
-36.13438065,25.13896445,0
-36.34571504,24.925236,0
-36.34571504,24.925236,0
-36.55761345,24.70577002,0
-36.55761345,24.70577002,0
-36.87497401,24.36703979,0
-36.87497401,24.36703979,0
-36.9816407,24.25039963,0
-36.9816407,24.25039963,0
-37.1942364,24.01359497,0
-37.1942364,24.01359497,0
-37.51172984,23.64882499,0
-37.51172984,23.64882499,0
-37.61812744,23.52349407,0
-37.61812744,23.52349407,0
-37.82981838,23.26934338,0
-37.82981838,23.26934338,0
-38.04082913,23.00945528,0
-38.04082913,23.00945528,0
-38.14635166,22.87695258,0
-38.14635166,22.87695258,0
-38.25162469,22.74303042,0
-38.25162469,22.74303042,0
-38.35662306,22.60769694,0
-38.35662306,22.60769694,0
-38.46132149,22.47096113,0
-38.46132149,22.47096113,0
-38.56569457,22.33283281,0
-38.56569457,22.33283281,0
-38.772756,22.05327229,0
-38.772756,22.05327229,0
-38.87600211,21.91104198,0
-38.87600211,21.91104198,0
-39.0806138,21.62337682,0
-39.0806138,21.62337682,0
-39.2310612,21.40676629,0
-39.2310612,21.40676629,0
-39.43225682,21.11002689,0
-39.43225682,21.11002689,0
-39.77965101,20.57744899,0
-39.77965101,20.57744899,0
-40.21673283,19.86751107,0
-40.21673283,19.86751107,0
-40.55323726,19.28704463,0
-40.55323726,19.28704463,0
-40.85286434,18.74222798,0
-40.85286434,18.74222798,0
-41.25828307,17.95725955,0
-41.25828307,17.95725955,0
-41.56706486,17.31688048,0
-41.56706486,17.31688048,0
-41.86408144,16.66018129,0
-41.86408144,16.66018129,0
-42.1479329,15.98871057,0
